subject_id,split,y,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_iqr,acc_x_rms,acc_x_domF,acc_x_specEn,acc_x_energy,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_iqr,acc_y_rms,acc_y_domF,acc_y_specEn,acc_y_energy,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_iqr,acc_z_rms,acc_z_domF,acc_z_specEn,acc_z_energy,mag_mean,mag_std,mag_max,corr_xy,corr_xz,corr_yz
1,train,light,0.0022686906158924103,0.0029410289134830236,-0.004294252954423428,0.010810250416398048,0.015104503370821476,0.0048119666789716575,0.003714378457516432,0.390625,2.4532478434904434,0.07085906137705084,-0.0016553711611777544,0.004600700456649065,-0.012610490433871746,0.010766809806227684,0.023377299308776855,0.005287927117024083,0.004889448173344135,0.390625,2.497818444272451,0.1734106667337414,-0.008125551044940948,0.018504362553358078,-0.0330062210559845,0.055560678243637085,0.08856689929962158,0.017835276608821005,0.020209800451993942,0.390625,1.6383082332226588,2.8053711329988804,0.01805843412876129,0.010955926962196827,0.05659457668662071,0.374933977281838,0.4333723841664096,0.6577361446097201
1,train,light,0.00017373953596688807,0.0019809172954410315,-0.0067061479203403,0.005250841844826937,0.011956989765167236,0.0019700344710145146,0.0019885217770934105,7.03125,3.2716781767234977,0.03214577030727879,0.0003816283424384892,0.005929725244641304,-0.012610490433871746,0.0166335292160511,0.029244020581245422,0.00814458221429959,0.005941993091255426,0.390625,2.304875187459792,0.2880520022514719,-0.005025319755077362,0.010121732018887997,-0.02685954049229622,0.012660030275583267,0.039519570767879486,0.016465820546727628,0.011300588957965374,0.390625,1.8289328393325583,0.8393507565230348,0.011292919516563416,0.006279710214585066,0.027460383251309395,-0.011562477476497952,-0.07167153443039344,0.5766273787142737
1,train,light,0.0004280912398826331,0.002908354625105858,-0.01048281043767929,0.008166535757482052,0.018649347126483917,0.003137742169201374,0.002939691999927163,0.78125,3.276061841364666,0.06929297133211422,-0.0012215914903208613,0.007310279179364443,-0.015332680195569992,0.0166335292160511,0.031966209411621094,0.012134316493757069,0.0074116443283855915,0.390625,1.969835940137,0.4377923639863364,-0.0017025929410010576,0.006785920821130276,-0.014596049673855305,0.012660030275583267,0.027256079018115997,0.009852225193753839,0.006996252108365297,0.390625,2.2870209421909444,0.3772373738666081,0.009788894094526768,0.004086484666913748,0.020461738109588623,-0.12190548255221575,-0.1794915485385513,0.6060371066546486
1,train,light,0.0003293522750027478,0.0026779500767588615,-0.01048281043767929,0.008166535757482052,0.018649347126483917,0.0031284390133805573,0.002698127180337906,0.390625,3.0233016374283075,0.058749193212434284,-0.004753393121063709,0.004550997633486986,-0.015332680195569992,0.005359475966542959,0.02069215662777424,0.006487968465080485,0.006580754648894072,0.390625,2.643475075949851,0.1696808290465307,-0.00494682602584362,0.004684485495090485,-0.015678629279136658,0.0061070541851222515,0.021785683929920197,0.00712362298509106,0.006812891457229853,0.390625,2.8891884661671066,0.17976981590076174,0.008821653202176094,0.004379513207823038,0.020461738109588623,-0.3013926450945705,-0.3600479722850187,0.5049695090651583
1,train,light,-0.00019515716121532023,0.0020154353696852922,-0.006847138050943613,0.0056495508179068565,0.012496689334511757,0.0026218704297207296,0.0020248619839549065,7.03125,3.254045821991739,0.03327883926240832,0.00029818553593941033,0.004990937653928995,-0.014661669731140137,0.00966094434261322,0.024322614073753357,0.007182535482570529,0.004999837372452021,0.390625,2.3544310772730315,0.20406640623452713,-0.0023302927147597075,0.0047191414050757885,-0.015678629279136658,0.00900946743786335,0.024688096717000008,0.005732135061407462,0.00526313204318285,0.390625,3.071319458007329,0.1824771291739248,0.006679960526525974,0.003489574184641242,0.016446897760033607,-0.15275234235851487,-0.18810213068768383,0.5963855889728489
1,train,light,-7.769177318550646e-05,0.0022755253594368696,-0.006847138050943613,0.0056495508179068565,0.012496689334511757,0.0028829367365688086,0.0022768510971218348,2.734375,3.1207079984898245,0.04241887063904663,0.0036927300971001387,0.003345558186993003,-0.004910137038677931,0.011810099706053734,0.016720237210392952,0.004061905492562801,0.004982872400432825,0.390625,3.14978630645077,0.09169909624269483,0.0010473064612597227,0.0038345109205693007,-0.009768124669790268,0.010133720003068447,0.01990184560418129,0.004764836223330349,0.003974962048232555,0.390625,3.35369698233289,0.12045759121704135,0.006179806310683489,0.002761047799140215,0.012146072462201118,-0.2064759744436736,-0.14961471626356507,0.17913978027344477
1,train,light,0.00038704340113326907,0.002409482840448618,-0.005558122880756855,0.006637326907366514,0.012195449322462082,0.003317092312499881,0.0024403708521276712,3.515625,2.960516468992902,0.04758092182108969,-0.001312657375819981,0.007310462184250355,-0.021699169650673866,0.011810099706053734,0.0335092693567276,0.009828333626501262,0.0074273766949772835,0.390625,2.3759358909213177,0.43788847168360157,-0.0005663716001436114,0.006038242019712925,-0.01881881058216095,0.013367160223424435,0.03218597173690796,0.007903960766270757,0.0060647460632026196,0.390625,2.6249854082957196,0.29873106586336806,0.008506828919053078,0.0050533488392829895,0.027928447350859642,-0.09329944645091542,-0.13436365606229644,0.6079752176256914
1,train,light,-2.9529750463552773e-05,0.0025265661533921957,-0.006030253134667873,0.006637326907366514,0.0126675795763731,0.00392764262505807,0.0025267386808991432,0.390625,3.226443110167151,0.052295958651131326,-0.0070023247972130775,0.007388311438262463,-0.024811390787363052,0.007527532055974007,0.03233892470598221,0.008847443910781294,0.010179376229643822,0.390625,1.8448297452934255,0.4471780600056265,-0.005633225664496422,0.006312763784080744,-0.019705479964613914,0.013367160223424435,0.033072639256715775,0.006889451411552727,0.00846074614673853,0.390625,1.9241357313081664,0.32646175789033743,0.011916984803974628,0.006290771067142487,0.027928447350859642,-0.15853369164172457,-0.01640368314236983,0.5587329269702859
1,train,light,-5.818507997901179e-05,0.0022776250261813402,-0.006030253134667873,0.006896554958075285,0.012926807627081871,0.0029757022857666016,0.0022783679887652397,0.390625,2.840300190245566,0.04249670346907458,-0.00241933879442513,0.008321324363350868,-0.024811390787363052,0.012739259749650955,0.03755065053701401,0.014300882117822766,0.00866588857024908,0.390625,1.719581834448728,0.567293531882145,-0.004110487177968025,0.005939049646258354,-0.019705479964613914,0.009692640043795109,0.029398120939731598,0.006932791584404185,0.0072227707132697105,0.390625,1.8031029004012282,0.28897974913631763,0.009813515469431877,0.006012645550072193,0.02769632264971733,-0.161663835708995,-0.03295999309465507,0.7209464481566735
1,train,light,0.0006202866788953543,0.0030948047060519457,-0.009267778135836124,0.007276386953890324,0.016544165089726448,0.0037050397077109665,0.003156354185193777,4.6875,3.0791320798169446,0.07846148479173429,0.0037648777943104506,0.006362244952470064,-0.013470269739627838,0.01863957941532135,0.03210984915494919,0.0076221129929763265,0.007392730563879013,4.6875,2.8880049716697185,0.33159711055170915,0.0007407803204841912,0.005478264763951302,-0.015248480252921581,0.014143270440399647,0.029391750693321228,0.007841206330340356,0.005528122652322054,3.515625,2.906362608588489,0.24585651451241256,0.008743212558329105,0.0043279798701405525,0.019338171929121017,-0.17301893619536193,-0.44458000254560925,0.3898029997767476
1,train,light,-0.00014332727005239576,0.0030910263303667307,-0.009267778135836124,0.007276386953890324,0.016544165089726448,0.0038807730888947845,0.0030943474266678095,3.125,3.061837359697721,0.07828048911298817,0.002316432073712349,0.006308046169579029,-0.013470269739627838,0.01863957941532135,0.03210984915494919,0.007510611030738801,0.006719917990267277,0.390625,2.7788137741235577,0.32597766018007673,0.001608532969839871,0.005637128371745348,-0.015248480252921581,0.014143270440399647,0.029391750693321228,0.007915983907878399,0.005862132180482149,3.515625,3.046359246053578,0.2603189786131521,0.00831102766096592,0.004474785178899765,0.019338171929121017,0.010187174900426137,-0.3533469746215287,0.22585122262314877
1,train,light,-0.0002777131740003824,0.0019807026255875826,-0.005894735921174288,0.004692308139055967,0.010587044060230255,0.0029669473005924374,0.0020000766962766647,0.390625,2.927981192198296,0.032138944845133986,-0.0022570565342903137,0.0039025030564516783,-0.01207055989652872,0.008276423439383507,0.020346984267234802,0.006158689880976453,0.004508196376264095,0.390625,2.817863858013782,0.12478654181146548,3.47835011780262e-05,0.00431699538603425,-0.00970069132745266,0.011334549635648727,0.021035240963101387,0.005306345585267991,0.00431713555008173,0.390625,3.069724802542309,0.1526792486164506,0.00601603090763092,0.0026017630007117987,0.012443333864212036,-0.2632585731794237,-0.11769764776345089,0.16432977794670714
